clean_text,category
" PresRajapaksa As per my knowledge No one cannot obtain details regarding national debt details  even successive governments are hiding since independence Why those Politicians afraid to reveal details of national debt details  Definitely If there are no transparency there is utter Corruption" , 1
"LIVE   Belgian Vice Prime Minister  alexanderdecroo visits  FassE with   mabinguengom1 to support reproductive health and the  SheDecides campaign https   t co bb9SoCtpMk" , 1
" SuperDiski SS4  williamshongwe  SizweNMabena Amazulu beat Sundowns with an offside goal that was scored by Nomvethe in the first round and Sundowns supporters did not protest  why are this Amazulu supporters fighting now  Take it like a man" , 0
"Every year a severe drought hit in Somalia  and takes away a thousands lives  there s no such a long time solution  beside that we only work how to survive at the critical time  we need atleast  Vision2040" , 1
" Tunisian judges and lawyers protest against police  pressure  https   t co fEHxyiBY2S" , 1
" DrSRaghavachari CORRECTION  Under Column  BJP   2018   Punjab  should not  appear   currently  Punjab  is a  Congress ruled state  " , 0
" YPEER EG interactive theater performance on Gender Based Violence including early marriage   FGM and sexual harassment messages https   t co W2QzfH63ai" , 1
"Interesting  BangkokPostNews piece on  Thailand s  DeepSouth 3   HumanRights Com  Angkhana Neelapajit says gov needs to show they re serious  amp  sincere in ending the violence   The interfaith process is difficult work   amp  needs to be carried out continually  https   t co 1bb0naadS7" , 1
"Bey and Jay on a joint chaos   Worththewait" , 0
"I m hopeful MAC P will be irrelevant on the streets of Freetown because there ll be no violence  inshallah   https   t co zGT256z6XQ" , 1
"eNCA workers have nobody to speak for them and NO One to defend their rights " , 1
" dinidu Moratuwa University Aptitude test scheduled to be held March 10  postponed  Non academic unions strike continues  LKa  SriLanka" , 1
"I m at Basketball Court in Khartoum https   t co Z2Z9VuXzSJ" , 0
"We Humans have striking accomplishments in our names  Be it diving deep into the ocean or  https   t co 4oPUAUOTOO" , 0
" Pallekale Gamudawa 2C house  AntiMuslim  Violence Victim  N M  Izadeen speaks  lka https   t co 2DaPCcPL8F" , 1
"It was Waheed Mehsud who led  PTM delegation to the protest camp at Bolan Medical College demanding release of Dr Saeed Ullah Baloch  Dr Saeed was released last night  PashtunLongMarch2Quetta" , 1
"This wall at the Bloemhof Electricity Department Headquarters in Belville  CT   a Green Star development designed by Bruce Eitzen  New World Associates Landscape Architects   was planted in 2013  and has survived the drought extremely well   greenstar https   t co Sz6A3vuGNs https   t co HwGPhNCX28" , 0
"May day will be a cleaning campaign in Namibia  Miss me  I ll be having a day off to spend the day with my son who turns 3 years on this day  It s not just workers day for me  it s my son s birthday too " , 0
"Violence against women  amp  children can be transmitted from generation to generation in many families  It s time to break the cycle and  endviolence against  children   srsgvac v  unicef eca https   t co OC6NdWONyW" , 1
" AmanthaP Tropes  memes  foci of myths  targets of violence  expression and extremist  violently exclusive worldview of Maratha  BBS and likes of Mahasona Balakaya carbon copies over SM  Have had direct physical contact so no surprise   lka" , 0
"AU Peace  amp  Security Council Open Session today on plight of women  amp  children in conflict  On behalf of  UNICEFAfrica I welcomed  AUPSC commitment to prioritise implementation of existing commitments to protect children  ChildrenUnderAttack  EndViolence" , 1
"It s not only Hong Kong that has an umbrella movement  Yangon    https   t co OQT3rkMJYG" , 1
"Nfah Alie is to address the nation in approximately five minutes  It is expected that he will be announcing the remaining 25  of the Presidential results   SierraLeoneelections  cutheart" , 0
"Today on celebrity presidential apprentice    A Secretary of State gets fired and is grateful " , 0
"These politicians in Africa can do the work and still live the large life they crave  so where comes this greed from  Greed that makes you forget why you are put in that position  please do the work and build up a giant Africa    " , 1
"Protesters demand President Yameen s resignation    HappeningNow MajeedheeMagu Chandhanee Junction    Huttuvaa    MaldivesInCrisis https   t co XowF2K7SaL" , 1
" Johnfrededdy  Steven495  crazyma46101800  sparklenaloha  M0sstr00per  affinity292  bruce weingart  FOYS75  hizbgirl1  screenstarr  DavidAHoward  NaxaRock  PalestinoSimpre  dlsmith0817  Caaagggnnoo  chrisccbrowne  ellyngail  Ms Revisionista  ghalianno  Danielaszt  raiya zak  GamemomManuela  Altaji63  ViscountRedmund  JesterRadio  ElyBelly1  sakinah hud  orbvase  theseedsowerz  MehDonaldTrump  joshbachlaw  Harmlesstree4  Ruud16994378  S ergeyR omanov  malkaavram  debsi12i  ThesouthernOz  Paquita 337  meNabster  Dragonsoul9Name  dr capone  silvance5555  Yosefman222  sdeitch  BondMAHIN007  behrmannbarbar1 I don t think they ever read what we send  That Gola Meyer video and the Balfour declaration have been roaming on this thread for months  They prefer to ignore truth that stares them in the eye   " , 0
" thisisKennyV The striking thing is most of those countries are either in war or have high criminality rates   we on the other hand don t have have those kind of problems but still  " , 1
" MoneyMattersMatter Secure your future from an early age by kick starting your savings today   tahakanizibwa  Postbank1  WSBIInnovation https   t co dKDEmbRdTK" , 0
"Free the nipples movement is coming back" , 1
"Toyota s RAV4 SUV aka Merci  Monsieur  is a good car with a very bad reputation in both Congo Brazzaville  amp  Democratic Republic of the Congo  Why  Because it s the car of choice bought by corrupt politicians for their multiple mistresses " , 0
" 98  of politicians are either corrupt or corruptible  " , 1
" Piper Wish our South African protest was peaceful we only have violent protest they block our roads and kill people" , 1
"How Cambridge Analytica poisoned Kenya s democracy by  larrymadowo https   t co 0qxwxvdwI0" , 1
" NangumaKiangi  Police chief from the central Dodoma region Gilles Muroto said adderssing press conference that those who dare to protest would end up with broken legs and go home as cripples  " , 1
"This morning we stood in the rain to protest against women and child abuse  Get a copy of  TheDailyAbuse https   t co eYf2zBaayC" , 1
"Northwest Health Dept Public servants accused N West  Premier of running a corruption infested administration evident in many companies that were awarded tenders under dubious circumstances  They also blasted him for  allegedly renting a crowd to disrupt the workers  protest  https   t co yRR4Lrphr8" , 1
"Anti government Protest continues in  Maldives     HappeningNow   Huttuvaa https   t co bmKlxJQrDc" , 1
"That handshake will end the careers of many Politicians nd Cartels people  Where is Matiangi " , 1
"Some women have deadly farts moerkson https   t co lUwPcX3gAo" , 0
" NW fight club " , 0
"Yameen  Huttuvaa Protest continues in  Maldives     HappeningNow https   t co rGGo7oYnkK" , 1
" JeanEngel777  methuengena  Bobmishegas1  gary perris  joshbachlaw  seancbreathnach  SheepishWolf1  Say Non Now  MrJockoDundee  DebbieGarca7  swordoftruth22  schlockDoctrine  RHH01NJ  Skyer194  Ian Flaming  OpheliaPG  blysx  dlsmith0817  dovidell  PalestinoSimpre  dr ashok m  4hala  dorrit r  rb32299347  ilDiavolo Homam  tvigy2  Tweet4409  ozzyalan  object to  Tighza Taza  ManachainO  GamalAkabani  whynot1800  PamSpenser  hypocoristicon1  Peace2Palestine  AhmedAdradi  Bismarc44222810  mrbangla  EdNDeb4858  achmatpandy  wisermann  DavidInstigator  DorothyNylund  debsi12i  GefilteFishy  LStarofDavid  freegazaorg  LifeXmas  dgoldtech The Balfour declaration was badly used by Zionists after its implementation   " , 1
"What is this    I cant believe this is a holiday  WHY no one is talking about this  I guess we are not considered as humans we are in 2018 how much times do we have to clarify that violence is NOT a solution https   t co mtOPTy6AGY" , 1
" Loudest Silence in History   Inspiring and Daring movement which should spread out the whole America   YouthActivism   https   t co RefjFq5UZj" , 1
" Mumpa101 It s not a kind of thing you can like  Otherwise I wouldn t recommend  it s not cowardice it s just precaution knowing that after all it s less likely to yield anything other than brutalities  fatalities and chaos " , 0
"Martyrs and wounded in marches and demonstrations  owners of the land  in  Day of the Earth  by the  raped the land  in front of the eyes and ears of the excess in their lands and symptoms and those who sold their consciences to America and its Zionist entity in Palestin         https   t co r1xiiVtvil" , 1
" swbhfx  BDSCambridge  sparklenaloha  object to  ellyngail  M0sstr00per  SimonBradley22A  Darkplumm911  Steven495  Sean x Larkin  Bobmishegas1  Piercing Star   docrotten  Altaji63  StanleyKosovan  x1Mmejor  Zioracism  linanloo  dlsmith0817  crazyma46101800  NaxaRock  TauridAustralis  viejojudio  screenstarr  Rainbojangles  S ergeyR omanov  malkaavram  MactavishKev  ndeem malik  conway sjconway  destination1111  freegazaorg  AbbyAharon  DavidAHoward  yhvsparrow  Erik42897877  jimmy bothwell  icadencemobile  Ruud16994378  Persian Atheist  theseedsowerz  PalestinoSimpre  Ialbabakri  bruce weingart  ostrom richard  GamemomManuela  TLevy88553909  Johnfrededdy  affinity292  FOYS75 You ve better be ashamed of yourselves  especially today  IOF criminals killed innocent protesters under the cameras of the world to see no molotov coctails were used  Just slings w stones  and the criminals killed 15 and injured more than a hundred  Violence is what they adore " , 1
"It s 4 20 in  Burundi  Blast a roach " , 0
"Throw your mistempred weapons to the groundand hear the sentence of your mov d prince    Three civil brawls bred of an airy word" , 0
" AlyssaRamos is a part of our Road To 100 Countries Travel Movement out here living the  https   t co iIzWPc1sE2" , 0
" ngurare How ironic    It s funny how Afrikan leaders are selling the continent " , 1
" nthaby mtolo  Sophie Mokoena  SABCnews I heard that there is going to be some people team collecting names of people with the same problem  This I m told will have a definite answer in or before the 14 days from the day of the protest march last Monday " , 1
"I had a dream  a dream where all the Africans were making peace  a dream or hands in their hands the Africans were building a united  solid Africa  A dream where equality between the sexes no longer arose  or ethnic and religious quarrels were no longer relevant  or the violence" , 1
" FemIngredients  ajws Welcome  we have the mandate inspire through stories of change to end Violence against Girls and young women  " , 1
